id,kind,zone,worldX,worldZ,lat,lon,areaKm2,sizeX,sizeZ
Z05-018,island,Z05,111.7,341062.5,6.28424,73.15107,0.377,686.0,736.4
Z05-017,island,Z05,-15236.2,341397.2,6.28631,73.01247,0.1582,278.9,883.5
Z05-015,island,Z05,-15363.3,341761.3,6.29076,73.01115,0.0001,12.2,12.2
Z05-016,island,Z05,10482.9,341222.5,6.28678,73.24540,1.2043,1183.1,2148.5
Z05-014,island,Z05,-4462.1,343004.2,6.30241,73.10896,0.9448,1039.0,1338.0
Z04-004,island,Z04,-56472.4,344671.7,6.31708,72.63961,0.0001,12.2,12.2
Z05-013,island,Z05,8407.0,345337.4,6.32306,73.22592,0.007,147.1,113.9
Z05-012,island,Z05,8310.1,345567.4,6.32469,73.22465,0.0548,296.4,512.0
Z05-010,island,Z05,-128.7,345729.4,6.32695,73.14949,0.6054,851.9,1010.7
Z05-011,island,Z05,8857.3,345534.1,6.32545,73.23190,0.2882,697.2,1444.1
Z05-009,island,Z05,-19378.4,346921.4,6.33796,72.97585,0.5277,1187.4,1181.0
Z05-008,island,Z05,6452.9,348219.1,6.34877,73.21002,0.7653,1128.5,995.2
Z05-007,island,Z05,-11159.1,349440.2,6.36037,73.04865,0.8174,1075.4,1080.3
Z05-006,island,Z05,-24766.5,353371.2,6.39573,72.92608,0.0133,116.1,257.6
Z04-003,island,Z04,-50448.7,353379.3,6.39611,72.69446,0.0321,244.5,258.7
Z04-002,island,Z04,-55818.5,354847.4,6.40893,72.64548,0.0102,153.8,103.9
Z04-001,island,Z04,-49289.6,354845.6,6.40921,72.70546,0.6971,1163.8,1404.3
Z05-005,island,Z05,-24331.5,357075.4,6.42999,72.93002,0.8787,1803.3,899.0
Z05-003,island,Z05,-26816.9,357804.8,6.43611,72.90758,0.0197,137.2,197.9
Z05-004,island,Z05,-8961.9,357592.1,6.43411,73.06928,0.3483,798.7,663.5
Z05-002,island,Z05,-25748.1,358301.8,6.44066,72.91708,0.7982,1598.6,807.2
Z05-001,island,Z05,-9967.5,359383.6,6.45007,73.05982,0.1794,515.5,481.0
Z03-039,island,Z03,-27379.5,362460.2,6.47795,72.90253,0.1204,468.9,392.5
Z03-038,island,Z03,-10667.9,366627.1,6.51539,73.05415,0.3685,858.3,583.8
Z03-037,island,Z03,-29123.8,369398.7,6.54062,72.88670,0.0005,34.3,32.1
Z03-036,island,Z03,-28056.6,369388.0,6.54132,72.90107,0.5293,2016.3,785.1
Z03-035,island,Z03,-18725.2,369662.9,6.54290,72.98000,1.5959,1663.4,1318.1
Z03-034,island,Z03,-21875.4,370378.5,6.54950,72.95307,0.9756,1774.0,763.0
Z03-033,island,Z03,-18440.8,372245.1,6.56653,72.98315,0.0192,185.8,138.2
Z03-032,island,Z03,-10957.8,372941.0,6.57113,73.05280,1.7445,1220.8,2201.6
Z03-031,island,Z03,-15552.9,376290.9,6.60291,73.00918,0.8195,963.0,1289.3
Z03-030,island,Z03,-9007.6,378603.3,6.62312,73.06963,2.1971,1510.3,2420.5
Z03-028,island,Z03,-25851.8,380778.8,6.64357,72.91620,0.0001,12.2,12.2
Z03-027,island,Z03,-25836.4,380788.9,6.64368,72.91634,0.0002,19.9,10.0
Z03-026,island,Z03,-25817.0,380798.9,6.64377,72.91652,0.0002,18.8,10.0
Z03-025,island,Z03,-25797.7,380808.8,6.64386,72.91669,0.0002,19.9,10.0
Z03-024,island,Z03,-25782.2,380819.0,6.64398,72.91683,0.0001,12.2,12.2
Z03-023,island,Z03,-25528.6,380848.8,6.64425,72.91913,0.0001,23.2,12.2
Z03-029,island,Z03,-25473.5,380694.8,6.64256,72.92082,0.2219,1101.3,389.2
Z03-022,island,Z03,-23617.5,382376.5,6.65786,72.93656,0.4334,786.1,698.8
Z03-021,island,Z03,-13540.5,382411.5,6.65817,73.02762,0.4407,706.5,819.4
Z03-019,island,Z03,-16960.7,383241.0,6.66544,72.99696,0.3578,694.3,727.6
Z03-020,island,Z03,-7509.3,382856.4,6.66238,73.08243,1.8347,1149.9,2106.5
Z03-018,island,Z03,-27371.3,383726.2,6.67043,72.89617,0.5567,2441.7,792.8
Z03-017,island,Z03,-4163.9,384586.4,6.67798,73.11230,0.0019,80.7,40.9
Z03-015,island,Z03,-22288.9,387194.9,6.70167,72.94840,0.0466,253.1,257.6
Z03-014,island,Z03,-27625.3,387592.9,6.70520,72.90015,0.0039,111.7,54.2
Z03-013,island,Z03,-27721.3,387583.1,6.70528,72.89906,0.0043,134.8,91.8
Z03-016,island,Z03,-3460.2,386472.8,6.69339,73.12083,1.5262,1239.6,3389.2
Z03-012,island,Z03,-22413.2,388658.3,6.71474,72.94701,0.2874,506.3,754.1
Z03-010,island,Z03,-80.1,389928.8,6.72629,73.14937,0.0118,331.7,153.7
Z03-011,island,Z03,-13826.4,389698.2,6.72458,73.02396,0.4091,684.3,896.8
Z03-009,island,Z03,-12801.0,391421.0,6.73987,73.03399,0.4792,691.9,1185.4
Z03-007,island,Z03,-23716.3,392235.3,6.74697,72.93509,0.2574,589.4,920.0
Z03-008,island,Z03,-10683.7,392121.4,6.74593,73.05325,1.0637,1024.7,1524.8
Z03-005,island,Z03,-6884.5,394721.4,6.76972,73.08768,0.1455,418.9,516.4
Z03-004,island,Z03,3402.9,395197.9,6.77405,73.18082,0.0002,23.2,23.2
Z03-006,island,Z03,2613.8,393513.1,6.75490,73.17304,2.7176,2714.8,4962.7
Z03-003,island,Z03,-3167.8,395748.3,6.77899,73.12103,0.4875,868.8,1489.5
Z03-001,island,Z03,-3429.0,396533.6,6.78604,73.11897,0.0058,87.3,89.6
Z03-002,island,Z03,-10612.3,396386.2,6.78475,73.05414,0.2166,512.9,555.1
Z02-029,island,Z02,6218.7,398916.7,6.80761,73.20626,0.0012,33.2,53.1
Z02-028,island,Z02,6481.8,398935.9,6.80783,73.20861,0.0008,42.0,34.3
Z02-027,island,Z02,6877.8,399269.7,6.81078,73.21222,0.0002,22.1,23.2
Z02-026,island,Z02,6894.8,399284.4,6.81098,73.21238,0.0001,12.2,12.2
Z02-025,island,Z02,6029.8,399794.2,6.81567,73.20456,0.0017,38.7,86.2
Z02-023,island,Z02,7443.6,400105.2,6.81843,73.21738,0.0002,23.2,23.2
Z02-024,island,Z02,6327.3,399822.1,6.81721,73.21287,2.0783,2197.3,2037.9
Z02-022,island,Z02,705.0,401189.3,6.82910,73.15497,0.8824,1349.6,1252.8
Z02-021,island,Z02,-3993.7,401996.9,6.83490,73.11285,0.4263,773.7,758.6
Z02-018,island,Z02,-10540.3,402313.5,6.83832,73.05463,0.0001,12.2,12.2
Z02-020,island,Z02,-15332.9,402075.8,6.83519,73.01161,0.5981,773.6,1053.8
Z02-019,island,Z02,1893.1,402154.5,6.83777,73.16755,0.4152,648.8,923.3
Z02-016,island,Z02,-17073.5,402911.5,6.84434,72.99542,0.3483,763.6,852.5
Z02-015,island,Z02,-17345.9,403397.6,6.84808,72.99300,0.003,98.4,48.7
Z02-017,island,Z02,-10853.8,402786.8,6.84348,73.05067,0.2664,595.6,1155.5
Z02-014,island,Z02,-10735.4,403487.1,6.84895,73.05287,0.0006,24.3,54.2
Z02-013,island,Z02,269.1,403502.3,6.84901,73.15239,0.1187,417.8,359.4
Z02-012,island,Z02,-18345.5,403830.3,6.85201,72.98411,0.3798,566.0,1009.6
Z02-009,island,Z02,-2697.3,408532.6,6.89461,73.12560,0.0001,12.2,12.2
Z02-011,island,Z02,-4322.6,407863.3,6.88741,73.11415,0.8673,1504.0,1666.4
Z02-007,island,Z02,-2684.4,408621.4,6.89539,73.12571,0.0012,46.4,49.8
Z02-008,island,Z02,-2581.6,408543.9,6.89528,73.12742,0.0934,433.2,358.3
Z02-006,island,Z02,1352.8,408884.2,6.89780,73.16256,0.2662,1474.2,568.4
Z02-005,island,Z02,1736.5,409198.3,6.90063,73.16572,0.0001,23.2,12.2
Z02-010,island,Z02,8878.1,407580.5,6.88769,73.23433,1.7712,1627.5,3845.8
Z02-004,island,Z02,8756.5,411252.4,6.91610,73.23435,0.5145,1338.5,1701.8
Z02-003,island,Z02,-2186.1,411970.4,6.92566,73.13018,0.0097,285.1,293.0
Z02-002,island,Z02,6875.8,413459.9,6.93916,73.21217,0.0017,61.9,57.5
Z01-024,island,Z01,-18380.6,414235.3,6.94671,72.98324,0.0722,317.1,475.5
Z01-022,island,Z01,-26699.1,415396.4,6.95665,72.90839,0.0006,33.1,33.2
Z01-023,island,Z01,-24751.7,415005.2,6.95338,72.92599,0.5704,842.0,906.7
Z02-001,island,Z02,7243.7,414997.2,6.95183,73.21718,1.87,1334.9,2991.1
Z01-021,island,Z01,-26960.5,415601.0,6.96018,72.90500,0.3742,620.4,1541.4
Z01-020,island,Z01,-27466.9,416963.0,6.97084,72.90144,0.0047,68.5,132.7
Z01-019,island,Z01,-27545.8,417064.3,6.97169,72.90072,0.0004,23.2,40.9
Z01-018,island,Z01,-28316.7,418368.7,6.98219,72.89614,0.6678,1577.4,1228.5
Z01-017,island,Z01,-30430.6,419535.7,6.99397,72.87503,0.0146,327.0,188.0
Z01-016,island,Z01,-23170.4,419885.2,6.99710,72.94031,0.1061,362.3,440.1
Z01-015,island,Z01,-31820.5,420457.6,7.00225,72.86267,0.1038,722.4,443.4
Z01-014,island,Z01,-23775.8,421381.5,7.01078,72.93523,0.0704,345.9,324.0
Z01-013,island,Z01,-25477.6,421574.4,7.01260,72.91926,0.0065,90.6,133.8
Z01-011,island,Z01,-35306.6,422405.2,7.02002,72.83071,0.024,234.2,152.6
Z01-012,island,Z01,-17009.7,422039.0,7.01460,72.99757,1.0445,1256.8,2187.2
Z01-010,island,Z01,-36550.1,423238.1,7.02735,72.81931,0.0316,288.3,173.6
Z01-009,island,Z01,-18256.5,424505.2,7.03900,72.98503,0.0701,1005.1,858.1
Z01-008,island,Z01,-19617.4,425140.8,7.04470,72.97244,0.0024,49.7,73.0
Z01-007,island,Z01,-19688.9,425426.0,7.04721,72.97179,0.0983,317.0,546.2
Z01-006,island,Z01,-21709.6,426194.9,7.05449,72.95382,0.1156,534.6,583.8
Z01-005,island,Z01,-37492.4,428183.1,7.07302,72.81093,0.0886,340.6,515.3
Z01-004,island,Z01,-24618.2,429288.4,7.08215,72.92816,0.9213,1052.2,1833.4
Z01-003,island,Z01,-25265.5,430472.6,7.09319,72.92107,0.0071,164.5,141.5
Z01-002,island,Z01,-29970.7,430431.3,7.09322,72.87829,0.1733,410.8,554.0
Z01-001,island,Z01,-27680.7,431695.6,7.10399,72.89889,0.2239,900.4,441.2
Z31-001,island,Z31,30599.6,-386542.9,-0.29484,73.42407,4.9572,3427.4,3881.2
